username,komentar,sentimen,Waktu,,,
deolauda,"Pak izin bertanya, kenapa waktu 24 jamnya gak di bagi jadi 3 aja pak, jadi kantor buka 24 jam(jika ada yang mau), dan jumlah pegawai di bagi beberapa sift, 25% pagi, 25% sore, 25% subuh, sehingga yang terkorbankan kebiasaan tidur malam?, terimakasih banyak pak",Negatif,01/02/21 05:09:45,,,
marckoredi,Anjing,Negatif,01/02/21 05:46:56,,,
aurella_1131,Halo bapak jokowi bilang Hai dong,Positif,01/02/21 06:40:33,,,
yudikaromadhon,"Yang saya hormati bapak presiden @jokowi :Kalau PPKM diperpanjang , kasihan rakyat kecil, usaha wisata , usaha sewa mainan,ekonomi kreatif : pemasukan berkurang ,bahkan  tidak ada pemasukan/tidak boleh kerja/tidak boleh buka usahanya ,cari makan susah,hanya untuk menyambung hidup , ekonomi kerakyatan menurun ,Semoga menjadi pertimbangan dan perhatian, sehingga rakyat kecil di beri peluang lebih banyak untuk usaha wisata/usaha sewa mainan/ekonomi kreatif , sehingga ekonomi kerakyatan bisa lebih maju dan berkembang , sesuai visi-misi pemerintah pusat dan mewujudkan kesejahteraan bagi seluruh rakyat indonesia pak Maturnuwun",Negatif,01/02/21 06:47:18,,,
jarwosusanto,"Kepada bapak Presidenkuh.Pemerintah bukanlah musuh Rakyat, namun Pemerintah seyogyanya memikirkan rakyat. Walaupun saya Satu orang, pada pemilu itu saya memilih bapak. Saya rakyat yang tidak tahu ilmu politik pak, saya rakyat yang bodoh. Namun hari ini, saya mau menanggis di pundakmuh pak Presidenkuh.Bapak sudah pernah dengarkah Rumor yang beredar ini- Pasien meninggal dunia bukan Karna covid namun keluarga diminta untuk menyepakati agar yang meninggal dianggap covid? Dengan iming-iming uang Rp 10.000.000. Kalau rumor ini benar adanya, malang sekali ternyata..PSBB masihkah formula yang tepat? Hampir satu tahun loh pak... masak iya mekanisme ini akan tetap dilanjutkan. Kegagalan dan kegagalan dan kegagalan. Lanjut dan lanjut dan dilanjutkan. Nyesek kula pak!Bapak, para pengusaha kecil pak... mereka membanggun usaha dengan berHutang Bank... angsuran Bank tetaplah jalan.. namun usaha mandek karna banyak faktor, tentunya ahli yang menemani bapak tahulah yah penyebab mandeknya usaha teman-teman.Pak, modal kawan-kawan untuk usaha adalah Sertivikat Rumah, yang di jaminkan. kalau seperti ini terus, rumah mereka akan disita Bank pak. Kasihan... Usaha Gulung tikar dan aset rumahpun hilang.Dari saya yang bodoh ini mau bilang gini.pak.1. PSBB yang berjalan ini, Formulanya gagal total.2. Formula penangguhan angsuran Bank yg diberikan di awal COVID sedikit membantu, namun formula itu tak diglontorkan lagi, padahal ekonomi semakin terpuruk.3. Bantuan dana langsung, tak merubah apapun ternyata pak. Apakah bapak ingin lihat, banyak pengusaha kecil pesta minum racun satu keluarga? Apakah bapak ingin lihat mobil menabrak kereta api yang isinya satu keluarga? Para pengusaha kecil sedang berfikir, bagaimana caranya mati satu keluarga tanpa berdosa.Trimakasih Pak presiden. Tabik!",Negatif,01/02/21 07:33:02,,,
nvt2704,"Bapak jokowi, sehat sehat selalu ya.. ",Positif,01/02/21 08:08:42,,,
alaris506,"Setuju sekali walaupun sdh divaksin tetaplah patuhi protokol kesehatan sampai nanti pandemi covid 19 sdh benar 2 lenyap dari bumi ini,  semoga cepat.",Positif,01/02/21 09:25:56,,,
irwanmonangmarihat,Sehat Selalu Paman,Positif,01/02/21 09:38:21,,,
kayla_kayra13,"Yg paling penting itu uang pak.. serius ini.. gaji gak full.. punya anak kecil yg butuh susu.. makan ala kadarnya.. gizi dari makanan yg dimakan gak tercukupi.. kalau menurut saya, gizi yg cukup bisa memperkuat daya tahan tubuh melawan penyakit.. terus gimana gizi kita bisa terpenuhi kalo gaji aja gak full. Terus orang2 yg berjualan jadi susah karena PSBB.. gimana mau beli makanan yg bergizi kaya ayam, ikan, daging, buah2an kalo uang cuma pas2an buat makan makanan yg ala kadarnya.. belum untuk bayar yg lain2, pusing memikirkannya..",Negatif,01/02/21 09:56:14,,,
kayla_kayra13,"Gizi kurang, pikiran, kecapean. Gimana tubuh mau kuat melawan penyakit?",Negatif,01/02/21 09:56:56,,,
diantrimurti.404,FUCKSIN,Negatif,01/02/21 13:11:20,,,
ridwan.afr,Siap pak,Positif,01/02/21 14:18:13,,,
lukmanhamzahh,"Kapan covid bisa berakhir pak?? Kasian yg mau cari jodoh pak, mukanya ketutupan masker",Negatif,01/02/21 15:31:38,,,
ekasigit_n,Kacau nih,Negatif,01/02/21 17:03:50,,,
jndsetiawan,"Untuk kalian aja masker ny, saya enggak",Negatif,01/02/21 18:09:45,,,
dantesattek,Pak vaksin anda apa sama seprti vaksin untuk rakyat. Ayo pendukung pak jokowi tolong bantu jawab krn beliau tdk akan jawab,Negatif,01/02/21 18:45:14,,,
m.furry.a,Pak kami lelah,Negatif,01/02/21 19:27:13,,,
follow.malind,Semoga sehat selalu pak,Positif,01/02/21 19:28:01,,,
koswararangergmail.com4,Vaksin buat bapak sama buat rakyat miskin ko beda ya pak,Negatif,01/02/21 22:34:41,,,
bengawan7,"Kepada Yth. Bapak Presiden RI dan  kemenkes RI. Sy mau bertanya, Mengapa :1. Vaksin sdh dtng dari desember 2019,. Baru  pertengahan januari mulai vaksinasi. Knp bpom lama sekali? Ingattt....setiap penundaan 1 hari, ada ratusan yang meninggal.2. Knp vaksinasi nskes lama sekali. Kalo ada 1000 nakes di 1 RS dan ada 30 suster dokter yg sdh biasa nyuntik, harusnya 3 hari sdh selesai.3. Jik nakes tdk mau disuntik ya sdh ga ush di paksa suntik. Biar bs mulai ke masyarakat yg mau disuntik.4. Mohon dipercepat agar masyarakat bs disuntik. Jgn berbelit belit5. Bagaimana dgn yg mau suntik vaksin pake biaya sendiri. Agar dibantu",Negatif,01/02/21 23:07:37,,,
pandu.ramadan.9480,Semoga dilindung dari wabah covid 19 amin dan semoga semua terlindungi dari Tuhan maha esa,Positif,02/02/21 01:20:11,,,
sarkawisakmad,"Sedih saya mah lihat bpk presiden,,,,kasian,,,pdahal dah ngelakuin yg terbaik buat negri ini,,,tp tetep aja banyak yg tidak puas,,,sehat sehat ya pak,,,",Positif,02/02/21 03:16:36,,,
parizki_garong,"Kata guru,minum air jangan sambil bernafas,karna udara kotor nanti kehirup lagi,jadi penyakit,tapi klo pake masker ya sama ajh,bukan melindungi  malah bikin penyakit",Negatif,02/02/21 05:36:03,,,
a_fadlinovebriyanto,Apa covid mandang jam? Ko psbb malam???,Negatif,02/02/21 05:55:00,,,
syirin_12,"Aduh pak dokter nya jangan kejang"" atuh pak",Negatif,02/02/21 06:02:18,,,
yully_indra.ms,Pak kapan normal kembali…,Negatif,02/02/21 06:20:11,,,
s4r4h_rizky,"Tolong kami rakyat kecil pak..mau tegas yang bagaimana lagi.sdgkn jalan japan sudah di tutup bapak saya seorang penjual cilok keliling sampai tak bisa menjajakan dagangannya.terpaksa di bawa pulang lagi barang dagangan.klo terus kayak gini kita mau makan apa.lihatlah rakyat kecil seperti kita yg tak bisa makan.lihatlah kita pak..tolonglah kita bisa mati,tak mati karena covid tapi mati kaena kelaparan..",Negatif,02/02/21 06:29:52,,,
alifmarlon,Pak jokowi. Semoga covid di Indonesia selesai setelah adanya VAKSIN.,Positif,02/02/21 09:44:20,,,
dara.kinasih,Org yg takut jarum suntik menangis melihat ini,Negatif,02/02/21 10:49:31,,,
larasgelarsasmii,singletnya itu hlo anda presiden lo pak,Negatif,02/02/21 10:53:08,,,
callmekals__,Kapan bisa diterima oleh masyarakat umum nih??,Negatif,02/02/21 11:39:40,,,
putribilqis2017,Sehat sellu pak jokowi,Positif,02/02/21 11:40:30,,,
cinta_dan_kebaikan,Bahagia dan damai selalu untuk Jokowi,Positif,02/02/21 12:14:12,,,
tin_a21,sukses pak semoga bp slalu dlm lindungan Allah,Positif,02/02/21 12:33:03,,,
dumaitoni,"Perlunya disiplin tegas dari setiap kepala daerah dan aparat penegak hukum dilapangan. "" Tegur & Tindak"", setiap yg membandel.",Negatif,02/02/21 12:48:41,,,
ihwanndn,"Betul Sekali Pak Presiden,Bahkan Di Semarang Ga Ada PSBB Adanya PSIS",Positif,02/02/21 13:10:34,,,
saluyuindahrw10,Siyaaappp Pak Presiden,Positif,02/02/21 13:14:25,,,
mayadisuk14,"Minta untuk ada kebijakan penunggakan penyetoran dari bank bpk presidenku,, krna kami dipariwisata belom pulih tapi kmi tdk mdptkan kebijakan penyetoran rumah di bank",Negatif,02/02/21 13:17:42,,,
damarwana,"Lockdown pak, percuma psbb lah ppkm lah ga ngaruh itu masyarakat masih beraktivitas pasti ada kerumunan lah",Negatif,02/02/21 13:23:03,,,
fajar_adidwi,"BSU BPJS, PT.SINAR INDOGEEN KENCANA, Pabrik Bata Ringan. Krian, Sidoarjo. Ditempat kami msh sisa sekitar 80 pekerja blm menerima sama sekali mulai Agustus 2020 sampai sekarang Termin 1 maupun 2. Data valid, lapor kesana kemari gak ada respon. Harus gimana lagi pak @jokowi , bu @idafauziyahnu @trirismahariri . GAK ADIL",Negatif,02/02/21 13:28:34,,,
3028_nadia,Endak usah ada vaksin ngapa pakkkkkk,Negatif,02/02/21 13:38:05,,,
st_fewdii,Kasus Covid19 kita tertinggi di Asia pak,Negatif,02/02/21 13:46:13,,,
gulit_marco,PSBB awal2 udh bagus tuh pak.,Positif,02/02/21 13:49:40,,,
stevenjordan639,"Udh basi pak peraturannya rakyat makin susah, gimana bisa tinggal diam rakyat bawah makan apa pak klo hanya berdiam diri saja dirumah, sedang kan peraturan skrng seakan menyulitkan usaha mereka untuk",Negatif,02/02/21 13:51:36,,,
bankitwong,"Yang di inginkan pencipta covid kemungkinan karna banyaknya orang2 yg slalu mengumbar janji tidak sejaln dgn kenyataan, dgn memohon sama sang pencipta, mengunci mulut covid akan pergi dgn sendirinya",Negatif,02/02/21 14:10:05,,,
dulll_30,"Pak jokowi doain saya, supaya cepet dapet kerja",Positif,02/02/21 14:45:21,,,
mhmmdsutan06,Semoga cepat membaik keuanganku,Positif,02/02/21 14:49:48,,,
zatikandvina31,Baik pak,Positif,02/02/21 14:50:30,,,
i.am.mentari,"Cabut aturan psbb/ppkm dong pak, saya mau nikah tgl 7 besok biar ga ribet",Negatif,02/02/21 15:14:21,,,
ratangga,Kasih kebijakan bisa kasih solusi nggak pak ? Mati karena penyakit lebih baik daripada mati kelaparan !,Negatif,02/02/21 15:16:06,,,
dira_splash,"Aparatur dan artes2 jgn memberi contoh yg tdk baik pak,  ulang tahun di rayain, suap2 an pakai 1 sendok yg sama, rakyat jualan di usir2. Ini yg buat citra buruk pemerintahan.. terkesan pilih kasih pak @jokowi",Negatif,02/02/21 15:24:38,,,
radengenturtari,Aq udh 10 tahun gak pake masker,Negatif,02/02/21 15:26:02,,,
radengenturtari,Aq selalu mematuhi protokol Rosulullah aq ada di bogor,Positif,02/02/21 15:27:03,,,
jul.io265,Gaji doktr kok turun??? Padahal merek garda terdepan bertaruh nyawa???,Negatif,02/02/21 15:34:48,,,
ulielamran,"Semoga cepat berlalu takut kek di negara lain rakyat pada berontak krn terlalu tegas, kelaparan dimana2 krn lapangan kerja jg berkurang....  Ujung2nya mati ikut g ikut jauhkaaaaannn",Negatif,02/02/21 16:05:35,,,
deniiwardanii2,"Pak @jokowi gimana dengan pariwisata Bali??? di Bali sudah ppkm, sudah taat peraturan untuk tutup jam 8, masyarakat sudah taat peraturan.. apakah ada solusi untuk perekonomiannya??? karena masyarakat Bali sudah sangat terpuruk untuk ekonominya, bagaimana solusinya??? ditambah lagi ppkm yg berlanjut.. pedagang kecil sangat tercekik, banyak yg makin tidak bisa bayar cicilan dan akhirnya pulang kampung..",Negatif,02/02/21 16:11:42,,,
bango_b.a.t.u.r.n.g.o.p.i_18,JAUHI PEMBODOHAN,Negatif,02/02/21 16:13:46,,,
deniiwardanii2,"Pak @jokowi yg terhormat, Bali sudah sangat terpuruk ekonominya pak, PPKm kita sudah sangat taat aturan, janganlah ppkm dan lockdown diperpanjang lagi.. kasihani rakyatmu pak.. pedagang kecil kalo tidak berdagang tidak bisa hasilkan uang.. lebih baik jangan terlalu ppkm dan lockdown tapi sasarannya lebih ke kerumunan.. misalnya pasar.. mereka berkerumun jam 5 pagi n itu yg harus bapak basmi.. kenapa ppkm harus pembatasan jam malam??? berkerumun tidak malam saja loh pak..lebih baik bapak atur strategi lain.. tolong pulihkan perekonomian terutama Bali sebagai devisa negara.. kami bergantung pada pariwisata.. jika terus menerus begini, rakyatmu juga bisa mati kelaparan pak jangan hanya penyakitnya yg dicarikan solusi tetapi perekonomiannya juga harus pulih, kami butuh makan pak cicilan banyak, sekolah tetap, bayar, kuliah juga tidak ada keringanan, tetapi kami juga tidak bisa menghasilkan uang lebih karena pandemi ini, solusi untuk perekonomiannya bagaimana pak??? rakyat Bali sudah sangat terpuruk",Negatif,02/02/21 16:21:48,,,
dwikiayahesyailendra,LOCK DOWN PAK LOCK DOWN...2 PEKAN SAJA TOTAL SEPERTI NEGARA LAIN YANG BERHASIL MENEKAN PERSEBARAN COVID 19!! COBA DILIHAT HASILNYA EFEKTIF TIDAK?,Negatif,02/02/21 17:05:02,,,
shiinbeee,Prakerja nya dong pak... masa dah selesai,Negatif,02/02/21 17:09:02,,,
ianrocknroll,Pak cari duit makin susah..rakyat makin sengsara…,Negatif,02/02/21 18:21:04,,,
ahmadhanafi__,"BUTUH DIADAIN PEMILU LAGI PAK, BIAR HILANG COVID NYA",Positif,02/02/21 22:29:32,,,
fajar_samuel96,Untung selalu di rumahhhh,Positif,02/02/21 23:42:08,,,
galuh_ang7,"PAK MEMANG BENER CORONA BARU BANGUN JAM 7 MALEM , DAN TIDUR2 JAM 10 PAGI .. SI CORONA EMANG SUKA BEGADANG YA PAK ..",Negatif,03/02/21 00:01:10,,,
axellemrzmm_,Lebih baik ada kebijakan tegas di lockdown pak,Positif,03/02/21 00:12:37,,,
aura_septya99,Tetap semangat bapak,Positif,03/02/21 00:45:41,,,
rahayugi,cm mau ksh saran gmn klo kita semprot distenpestan dr sabang sampe marouke dlm waktu bersamaan pak.jd setiap warga dibagikan distenpestan gratis dr pemerintah dan secsra serentak semua warga tanpa kecuali semprot rmh sekitarnya dlm waktu bersamaan.dan tolong semua warga tanpa kecuali baik yg kaya maupun dibawah gadis kemiskinan diksh sanitaizer dan masker secara gratis setiap bulannya.smoga sarsn sy didengarkan dan dilaksanakan.smoga covid cpt berlalu @jokowi,Negatif,03/02/21 02:04:20,,,
ratihpuspa92,Lalu mau apa lagi?,Negatif,03/02/21 02:23:15,,,
nia.reina,"Kerumunan perlu ditegaskan, tapi untuk waktu jam malan jangan lah terlalu kaku pak. Sebagian pedagang malam yg jualan nasi bungkus kita bener2 kena dampaknya 80% menurun pendapatan.",Negatif,03/02/21 03:07:46,,,
spis_mix,"Tiga hari baik-baik saja, jadi Anda harus mengunci seluruh negeri untuk larangan keluar rumah tanpa kecuali, yang lebih ketat daripada di bulan April tahun lalu, dan Anda harus menutup semua toko kecuali rumah sakit.  Saya pikir ini akan efektif bahkan dalam 3 hari",Positif,03/02/21 03:27:54,,,
marbunrestinawati,Sehat selalu pak presidenku,Positif,03/02/21 03:42:06,,,
ninta_akhira7,Bapak pakai masker 10 lampis ya biar sesak nafas nya,Negatif,03/02/21 03:58:55,,,
arhilis9,"Corona: ""Jauhi kerumunan!!! Biar kita infeksi satu persatu""",Positif,03/02/21 04:36:10,,,
cutegirlyzz,KENAPA PEMERINTAH TDK BEKERJA-SAMA DGN EXPEDISI/GO/GRAB FOOD ONGKIR GRATIS UNT MENGURANGI KERUMUNAN & TTP MENINGKATKAN EKONOMI RAKYAT,Positif,03/02/21 04:37:21,,,
4lifehendrikujung,Pak Jokowi agar efektif PSPBB di Jawa ...mohon dipikirkan utk menutup pergerakan masuk dan ke luar pulau Jawa ... begitu juga di pulau pulau lain pak agar betul betul Pandemi cepat berkurang,Positif,03/02/21 04:42:53,,,
deaalmania._,"COVID NYA KAPAN SELESAI PAK , PENGEN SEKOLAH OFLINE PAK CAPE DARING GA MASUK KE OTAK PELAJARANNYA PAK",Negatif,03/02/21 04:56:34,,,
deaalmania._,PAK KAPAN SELESAI COVID NYA? PGN SEKOLAH OFLINE PAK,Negatif,03/02/21 04:57:25,,,
deaalmania._,COVID NYA KAPAN MAU SELESAI SI ASTAGFIRULLAHH PENGEN SEKOLAH KAYA BIASA,Negatif,03/02/21 04:58:17,,,
maxmilian1903,Setuju @jokowi saya mendukung pa harus di optimalkan lagi dan lebih fokus kepada wilayah dengan pendekatan secara Mikro seperti yang pa Jokowi sampaikan kepada Menko Perekonomian agar perlahan lahan kurva Covid 19 ini secara nasional menurun pa Semangat pa Jokowi kami mendukungMu,Positif,03/02/21 06:01:14,,,
nunujahrodin4,"Saya bangga dan kagum, memilih bapak tidak sia sia menurut saya. Ibadah untuk bangsa wajib untuk bekal akhirat. Pak Jokowi amin.",Positif,03/02/21 06:33:57,,,
hasfri2,Sehat selalu pak,Positif,03/02/21 06:35:08,,,
skcyd06,BODOHI AJA KAMI YG BODOH INI PAK,Negatif,03/02/21 06:56:17,,,
ilyasridwan89,"Bapak @jokowi saya baca berita DPR memberikan masukan untuk lockdwon akhir pekan, saya setuju Pak lockdown 1 hari di hari Sabtu atau minggu, jadi untuk mall dan kegiatan bisnis semua tutup, sehingga pada saat tutup 1 hari seluruh pekerja bisa mendapatkan jatah libur dihari lockdown tersebut.",Positif,03/02/21 07:04:28,,,
dillaputri98_,"PAK JOKOWI TOLONG JGN DIKURANGI INSETIFE BUAT TENAGA KESEHATAN COVID TERUTAMA PERAWAT..PERAWAT BERTUGAS MENDAMPINGI PASIEN 24 JAM..PAKAI HASMAT ITU SUMPEK PAK KLO GA KUAT SMPE BISA LEMES, MUAL, HIPOKSIA, SAMPE HIPERGLIKEMI..TOLONG YA PAK JOKOWI YG TERHORMAT",Negatif,03/02/21 08:23:36,,,
loveonesbekind,Segera hentikan psbb dll pak sebelum ekonomi tambah hancur covid mmg ada tapi plis jgn lebay sampe hancurkan ekonomi rakyat. Sekolah jg ga masuk masuk bgmn generasi muda Indonesia mendatang wasalam,Negatif,03/02/21 08:25:59,,,
dillaputri98_,KALO INSETIFE NYA DIPOTONG SAYA ENGGAK SEMANGAT KERJAA DAN GA ADA SEMANGAT NGERAWAT PASIEN COVID,Negatif,03/02/21 08:26:15,,,
dillaputri98_,PERAWAT ITU GARDA TERDEPAN.. PALING LAMA KONTAK DENGAN PASIEN..24 JAM MENDAMPINGI,Positif,03/02/21 08:26:56,,,
bayucsa,bau bau Psbb lagi ini,Negatif,03/02/21 08:35:27,,,
basrisumut,Allhamdhulillah Assalamu'alaikum semoga kita semua dalam lindungan ALLAH tuhan yang maha ESA Aamiin,Positif,03/02/21 08:50:24,,,
budisantoso7413,Mantap pak,Positif,03/02/21 08:55:49,,,
budisantoso7413,Mantap pak,Positif,03/02/21 08:58:22,,,
herawatyabdullahh,"bp. Presiden, mana janjix untuk pensiunan katax dapat dapat uang segepok at uang kaget bln ini? Bohong ahx",Negatif,03/02/21 09:00:10,,,
alexsasuleman,Yang terhormat pak jokowi..kami selaku pedagang kaki5 yg buka jam 5 sore..knpa harus buat ke bijakan yg buat kami susah..ini demi kepentingan perut bukan nya tak mendukung usaha pemerintah untuk memutus mata rantai penybaran covid19.. Coba bayangin saya buka jam5 sore harus tutup pukul20:00wib dengan rentang waktu singkat kmi mau dpat apa jangan kan buat untung buat tarik modal pun kami tak bisa sedangkan kebutuhan buat makan ga bisa di tunda sedangkan kmi harus tutup jam20: 00 wib  coba tunjukan solusi apa agar kami ttp makan dan bisa bantu pemerintah memutus mata rantai covid,Negatif,03/02/21 09:02:21,,,
trisyanti666,Skalian pak RT/RW di suntik mati yg g amanah yg bnyak mkn dana bnsos.,Negatif,03/02/21 09:11:05,,,
rizkymrf97,"jauhi kerumunan tp siang resto buka, malem disuruh tutup. ah gmn? bedanya apa jdnya? tegas dikit napa jd presiden buat urus bawahannya.....",Negatif,03/02/21 09:31:35,,,
alphasaritrisnaniati85,Sehat slalu Pak...,Positif,03/02/21 09:50:27,,,
bastiandjehada,Sehat sellu untuk indonesia pak presiden,Positif,03/02/21 09:51:23,,,
yo2_esteh,Semoga Indonesia cepat terbebas dari covid19 .. Aamiin,Positif,03/02/21 10:05:14,,,
ari_albot,Assalamualaikum bapak presiden jokowi saya ingin bertanya kenapa BPJS ketenagakerjaan di persulit padahal itu hak kita.. Semisal contoh pt bangkrut dan orng risegn kadang ga d kasih surat trus kalau ga ada surat padhl itu uang hak kita kenapa di persulit,Negatif,03/02/21 10:07:51,,,
eko.purwanto.1829405,Sampai kapan pak perpanjang terus kasihan para pedagang dan rakyat pak jualan sampai jam 7 gimn dpt penghasilan....,Negatif,03/02/21 10:08:26,,,
gigi_designn,"Utang negara banyak, nyari kerja susah, apa apa di pajakin. Hebatlah pokoknya",Negatif,03/02/21 10:28:52,,,
prwesf,Semangattt pakk !!,Positif,03/02/21 10:41:12,,,
r.4fly,Ahh boong aja pak hehe,Negatif,03/02/21 10:48:54,,,
sang_musafir_rindu,Korupsi lebih membunuh dari pada corona.,Negatif,03/02/21 10:57:22,,,
arilestari30,"PASAR 2HARI DI TUTUP DI WAKTU PASARAN, UDH SEPI BERDAGANG ADA AJA PERATURAN SEPERTI ITU, HAJATAN TERUS DIIJINKAN KENAPA BEGINI PAK KAMI DICILACAP DESA RAWAJAYA KECAMATAN BANTARSARI UDH SUSAH ",Negatif,03/02/21 11:02:48,,,
chandrarich87,LOCKDOWN DUA SISI MATA UANG ADA BAIK DAN BURUKNYA....SEBAIKNYA JUMAT S/D TUTUP SEMUA JALAN TOL MASUK KEKOTA BESAR....KARENA MOBILITAS ITU DARI LIBURAN MASYARAKAT...BATASI KETAT JAM OPERASIONAL MALL DAN TEMPAT LIBURAN....MASYARAKAT KITA SENDIRI BANDEL DAN KURANG TEGASNYA APARAT DALAM MENEGUR MASYARAKAT,Negatif,03/02/21 11:37:25,,,
widyadwir,pak insentif nakes jgn dipotong dong pak,Negatif,03/02/21 11:38:07,,,
waodesukmawati08,"Maaf pa Presiden kayanya rakyat Indonesia harus bangga memiliki presiden yg memperhatikan rakyatnya. Semua warga mendapat bantuan. Maaf pa yg bagusnya divaksin itu daerah yg ada covid19 bila perlu semua orang yg berada di daerah covid itu klau, daerah yg tdk ada covid19 apalg selalu zona hijau alangkah bagusnya tdk usah divaksin apabila keluar ke daerah covid maka harus divaksin. Kan seperti orang sehat tdk mungkin diobati jadi harus vokus kedaerah yg dilanda covid19. Maaf pa bila tdk sesuai hanya komentar sj",Negatif,03/02/21 11:44:44,,,
juliya.juliya.73932646,Siap pak Jokowi,Positif,03/02/21 12:31:28,,,
robinson.sira.10,Info pak Presiden  kt.nya ada pemotongan.insentif Tenaga Kesehatan,Positif,03/02/21 12:32:37,,,
firdaus_kun,Kolam cebong,Negatif,03/02/21 12:33:41,,,
reza_afrizal_,Untuk bapak presiden yg terhormat tolong di pertimbangkan lagi PSBB. Tmn tmn saya yg jualan karena banyak yg di phk dan dirumahkan di bali bingung karena keperluan dan pendapatan tidak sebanding apalagi yang sudah berkeluarga dikarenakan tutup sampai jam 8. Psbb tidak efektif. Cukup dengan hidup bersih sepeti cuci tangan selalu pakai masker dan jaga jarak. Bisa di tinjau langsung di bali @jokowi,Negatif,03/02/21 12:34:30,,,
msmerryekrins,SEHAT SELALU PAAAAKKKKKKKKKKKKKKKKK,Positif,03/02/21 12:52:49,,,
viverospots,"Berdamai aja dengan corona pak... rakyat yang cari uang di sektor pariwisata mati karna kelaparan... contoh Turkey pak, WNA bebas datang, pariwisata tetap jalan, rakyatnya masih bisa  bertahan hidup....",Positif,03/02/21 12:52:55,,,
masjodemasmasdemas,Setuju Banget. Apa Pun tetep Semangat Untuk Menjadi lebih Sehat Buat Bersama jika ada Kebersamaan. Smuga Bisa di Rasakan Kenyamanan. Kebahgiaan. Keselamatan Sesama Buat Bersama. Amiin.,Positif,03/02/21 13:03:43,,,
gobang274,Bansos gmn? Omong kosong!,Negatif,03/02/21 13:05:54,,,
faturrohman.faturrohman.71619,Itu nyuntiknya kok gemeteran ya??,Positif,03/02/21 13:30:06,,,
mustakim8219,Mantap,Positif,03/02/21 14:06:11,,,
bahi_rah_10,SEHAT SELALU UNTUK BAPAK PRESIDEN JOKOWI,Positif,03/02/21 14:06:30,,,
aniwuryani6,"Alhamdulillah semoga lancar semuanya, tetap semangat nggih pak Presidenku Jokowi dan selalu sehat",Positif,03/02/21 14:18:57,,,
legolasverry,Pak tolong lah jangan PSBB atau tutup jalan atau  lainnya itu menyusahkan rakyat. Pak coba bapak kaya dulu lagi bisa terjun langsung ke lapangan chek apa yg terjadi sebenarnya di lapangan bukan melihat dari data2 saja yg belum tentu data2 itu akurat. Pak tolonglah dengarkan keluhan para pedagang yg ketakutan ekonomi semakin menurun daya beli berkurang banyak yg gulung tikar. Saya harap bapak bisa membantu mendengarkan keluahan2 kita para pedagang dan pekerja harian. maaf kalau ada salah kata . Terima kasih.,Negatif,03/02/21 14:35:12,,,
madyatt,Rakyatmu tercekik corona,Negatif,03/02/21 14:35:47,,,
vianfahmansyah,"Oi btuh makan kita pak, bini drumah juga butuh makan, jualan makin sepi, buat belanja besoknya ngk ada, harus mines terus setiap harinya, 3M boleh, protokol boleh berlaku, tapi perhatikan juga rakyat yg berjualan di siang/malam hari. Covid emang bahaya, tapi lebih bahaya lagi kalau orang butuh makan gak bsa makan, org sakit gak cuman karna covid, kelaparan juga menimbulkan sakit, imun tubuh juga jadi lemah, gampang terserang penyakit yg lebih bahaya dr covid!",Negatif,03/02/21 14:39:49,,,
abiedqonaah,"Hanya sedikit suara dari rakyat pak ,""HARUSNYA YANG TIDAK PAKAI MASKER ITU DIKASIH MASKER PAK BUKAN DIDENDA""",Negatif,03/02/21 14:45:03,,,
marissa.wulandari27,Jangan lupa bahagia,Positif,03/02/21 14:57:06,,,
utiening,"Di Jateng lock down 2 hari, tgl 6,7 pebruari",Positif,03/02/21 15:00:43,,,
ledemude,Yang perlu kita taat dan laksanakan aja apa yg dipikirkan pemerintah. C7 dan kami dukung pa Jokowi.,Positif,03/02/21 15:13:45,,,
abon_alhakim,"Ya Allah pa jokowi sedih bnget y nasib jd orang kecil dagang abon dijamanny bgini susah bnget,,,tolong dong pa pesen abon sy buat sy ad penghasilan ny",Negatif,03/02/21 15:43:19,,,
delanshopping,Tolong pak hentikan PSBB/PPKM ini hanya menyakiti rakyat kecil mereka bisa sakit menahan lapar atau sakit pikiran karna dagangan sepii tdk laku..,Negatif,03/02/21 15:49:34,,,
permataloita,Semoga nakes2 yg intensifnya diturunkan tetap sejahtera ya pak. Nakes itu bukan cuman dokter loh pak? @jokowi,Negatif,03/02/21 15:56:55,,,
harisuseno_09,Psbb kontol lah,Negatif,03/02/21 15:58:18,,,
harisuseno_09,Psbb KONTOL,Negatif,03/02/21 15:59:02,,,
harisuseno_09,Kontol,Negatif,03/02/21 15:59:35,,,
suprihartini762,Vaksinasi gratis ya .....pak de ....gmn klw swab jg gratis ......,Positif,03/02/21 16:15:50,,,
rosnilamcahya,Assalamuallaikum...Maaf bpk Jokowi yg bijaksana dan amanah juga baikhati nya..maaf pak masalah surat tanah/sertifikat tanah tolong jgn di bikin model elektronik tapi seperti sekarang saja apa ada nya..jadi di ganti atau di rubah pak seharus nya surat sertifikat kertas dan surat elektronikdua2 nya dpt jadi bukti kpemilikan...tolong pak Jokow..Trimakasih bpk Jojowi presiden pilihan rakyat.Aamiin,Positif,03/02/21 16:34:37,,,
sparklingpluto,Bosen pak. Bodo amat dah,Negatif,03/02/21 16:41:22,,,
